timestamp roll_hand pitch_hand yaw_hand roll_arm pitch_arm yaw_arm
0,0000 30,03 8,63 102,36 -88,47 78,28 147,25
0,0000 30,03 8,63 102,36 -88,47 78,28 147,25
0,0010 30,04 8,64 102,37 -88,47 78,28 147,25
0,0010 30,04 8,64 102,37 -88,47 78,28 147,25
0,0010 30,04 8,64 102,37 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
0,0010 30,04 8,63 102,39 -88,47 78,28 147,25
