timestamp roll_hand pitch_hand yaw_hand roll_arm pitch_arm yaw_arm
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,17 7,93 94,98 -87,83 78,31 147,87
0,0000 29,19 7,94 94,97 -87,83 78,31 147,87
0,0000 29,19 7,95 94,94 -87,83 78,31 147,87
0,0000 29,17 7,94 94,94 -87,83 78,31 147,87
0,0000 29,16 7,95 94,93 -87,83 78,31 147,87
0,0020 29,13 7,94 94,96 -87,83 78,31 147,87
0,0020 29,22 7,93 95,08 -87,83 78,31 147,87
0,0020 29,31 8,04 94,99 -87,85 78,33 147,86
0,0020 29,42 8,05 95,08 -87,71 78,34 148,03
0,0020 29,48 8,13 95,01 -87,65 78,31 148,05
0,0020 29,62 8,18 95,04 -87,74 78,32 147,96
0,0020 29,91 8,33 95,04 -88,05 78,35 147,72
0,0020 29,98 8,36 95,06 -88,16 78,34 147,62
0,0020 29,99 8,39 95,05 -88,16 78,31 147,56
0,0020 30,04 8,41 95,05 -88,45 78,33 147,31
0,0020 30,13 8,44 95,06 -88,89 78,35 146,92
0,0020 30,10 8,44 95,08 -89,00 78,28 146,71
0,0020 29,76 8,18 95,40 -89,00 78,28 146,71
0,0020 29,60 8,18 95,38 -89,00 78,31 146,76
0,0020 29,53 8,19 96,23 -88,82 78,34 146,97
0,0020 29,26 8,08 96,43 -88,76 78,30 146,99
0,0020 29,20 8,07 96,42 -88,58 78,28 147,14
0,0020 29,29 8,11 96,44 -88,71 78,32 147,05
0,0020 29,35 8,14 96,44 -88,76 78,30 146,99
0,0020 29,41 8,15 96,45 -88,76 78,33 147,04
0,0020 29,29 8,10 96,49 -88,65 78,31 147,12
0,0020 29,20 8,07 96,51 -88,51 78,32 147,27
0,0020 31,32 9,14 97,91 -88,40 78,33 147,40
0,0020 30,85 9,04 101,02 -88,47 78,33 147,33
0,0030 30,04 8,68 102,19 -88,40 78,33 147,40
0,0030 30,06 8,68 102,19 -88,40 78,33 147,40
0,0030 30,05 8,69 102,19 -88,40 78,33 147,40
0,0030 30,13 8,69 102,18 -88,40 78,33 147,40
0,0030 30,00 8,66 102,13 -88,40 78,33 147,40
0,0030 29,95 8,65 102,10 -88,47 78,33 147,33
0,0030 29,94 8,66 102,10 -88,47 78,33 147,33
0,0030 29,95 8,67 102,11 -88,47 78,33 147,33
0,0030 29,97 8,66 102,11 -88,47 78,33 147,33
0,0030 30,08 8,68 102,20 -88,47 78,33 147,33
0,0030 30,07 8,70 102,19 -88,47 78,33 147,33
0,0030 30,09 8,67 102,31 -88,47 78,33 147,33
0,0030 30,08 8,69 102,28 -88,47 78,33 147,33
0,0030 30,04 8,68 102,30 -88,47 78,33 147,33
0,0030 30,04 8,67 102,31 -88,47 78,33 147,33
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,04 8,67 102,32 -88,47 78,28 147,25
0,0030 30,03 8,65 102,34 -88,47 78,28 147,25
0,0030 30,03 8,65 102,34 -88,47 78,28 147,25
0,0030 30,03 8,65 102,34 -88,47 78,28 147,25
0,0040 30,03 8,65 102,35 -88,47 78,28 147,25
0,0040 30,03 8,65 102,35 -88,47 78,28 147,25
0,0040 30,03 8,65 102,35 -88,47 78,28 147,25
0,0040 30,03 8,65 102,35 -88,47 78,28 147,25
0,0040 30,03 8,65 102,35 -88,47 78,28 147,25
0,0040 30,03 8,65 102,37 -88,47 78,28 147,25
0,0040 30,03 8,65 102,37 -88,47 78,28 147,25
0,0040 30,03 8,65 102,37 -88,47 78,28 147,25
0,0040 30,03 8,64 102,37 -88,47 78,28 147,25
0,0040 30,03 8,64 102,37 -88,47 78,28 147,25
0,0040 30,03 8,64 102,37 -88,47 78,28 147,25
