PadID,-90°,-85°,-80°,-75°,-70°,-65°,-60°,-55°,-50°,-45°,-40°,-35°,-30°,-25°,-20°,-15°,-10°,-5°,+0°,+5°,+10°,+15°,+20°,+25°,+30°,+35°,+40°,+45°,+50°,+55°,+60°,+65°,+70°,+75°,+80°,+85°,+90°
1,0.367111171383876,0.354547721609852,0.343236331338834,0.333177000570824,0.32436972930582,0.316814517543824,0.310511365284834,0.305460272528851,0.301661239275875,0.299114265525906,0.297819351278943,0.297776496534988,0.29898570129404,0.301446965556098,0.305160289321163,0.310125672589236,0.316343115360315,0.323812617634401,0.332534179411494,0.342507800691593,0.3537334814747,0.366211221760814,0.379941021549934,0.394922880842061,0.411156799637196,0.428642777935337,0.447380815736485,0.46737091304064,0.488613069847802,0.51110728615797,0.534853561971146,0.559851897287328,0.586102292106518,0.613604746428714,0.642359260253917,0.672365833582127,0.703624466413344
2,0.118526286637115,0.144383845738235,0.168898353113278,0.192069808762244,0.213898212685133,0.234383564881945,0.25352586535268,0.271325114097337,0.287781311115917,0.30289445640842,0.316664549974846,0.329091591815195,0.340175581929467,0.349916520317661,0.358314406979778,0.365369241915819,0.371081025125782,0.375449756609668,0.378475436367476,0.380158064399208,0.380497640704862,0.37949416528444,0.37714763813794,0.373458059265363,0.368425428666709,0.362049746341977,0.354331012291169,0.345269226514283,0.33486438901132,0.32311649978228,0.310025558827163,0.295591566145969,0.279814521738698,0.262694425605349,0.244231277745924,0.224425078160421,0.203275826848841
3,0.0464542687740049,0.059044695700537,0.0710724834297065,0.0825376319615132,0.0934401412959572,0.103780011433038,0.113557242372757,0.122771834115113,0.131423786660106,0.139513100007737,0.147039774158004,0.154003809110909,0.160405204866452,0.166243961424631,0.171520078785448,0.176233556948902,0.180384395914994,0.183972595683723,0.186998156255089,0.189461077629092,0.191361359805733,0.192699002785011,0.193474006566926,0.193686371151479,0.193336096538668,0.192423182728496,0.19094762972096,0.188909437516062,0.186308606113801,0.183145135514177,0.179419025717191,0.175130276722841,0.17027888853113,0.164864861142055,0.158888194555618,0.152348888771818,0.145246943790655
4,0.0629510937937243,0.0664306815728362,0.0698070430746717,0.073080178299231,0.0762500872465139,0.0793167699165205,0.0822802263092508,0.0851404564247048,0.0878974602628824,0.0905512378237838,0.0931017891074088,0.0955491141137575,0.0978932128428299,0.100134085294626,0.102271731469146,0.104306151366389,0.106237344986356,0.108065312329047,0.109790053394462,0.1114115681826,0.112929856693462,0.114344918927047,0.115656754883356,0.116865364562389,0.117970747964146,0.118972905088626,0.11987183593583,0.120667540505758,0.121360018798409,0.121949270813784,0.122435296551883,0.122818096012705,0.123097669196251,0.123274016102521,0.123347136731514,0.123317031083231,0.123183699157672
5,0.0884400750583378,0.0885534075386866,0.0888991348634169,0.089477257032529,0.0902877740460226,0.091330685903898,0.092605992606155,0.0941136941527936,0.0958537905438139,0.0978262817792159,0.100031167858999,0.102468448783165,0.105138124551712,0.10804019516464,0.11117466062195,0.114541520923642,0.118140776069716,0.121972426060171,0.126036470895008,0.130332910574226,0.134861745097827,0.139622974465808,0.144616598678172,0.149842617734917,0.155301031636044,0.160991840381552,0.166915043971442,0.173070642405714,0.179458635684367,0.186079023807402,0.192931806774819,0.200016984586617,0.207334557242797,0.214884524743359,0.222666887088302,0.230681644277627,0.238928796311334
6,0.328245647173173,0.350455310665389,0.371744764580406,0.392114008918223,0.411563043678841,0.430091868862259,0.447700484468478,0.464388890497496,0.480157086949316,0.495005073823935,0.508932851121355,0.521940418841575,0.534027776984596,0.545194925550417,0.555441864539039,0.56476859395046,0.573175113784682,0.580661424041705,0.587227524721528,0.592873415824151,0.597599097349575,0.601404569297799,0.604289831668823,0.606254884462648,0.607299727679273,0.607424361318699,0.606628785380925,0.604912999865951,0.602277004773778,0.598720800104405,0.594244385857832,0.58884776203406,0.582530928633088,0.575293885654917,0.567136633099546,0.558059170966975,0.548061499257204
7,0.250574961776729,0.262361547827359,0.274345282435611,0.286526165601483,0.298904197324977,0.311479377606091,0.324251706444827,0.337221183841184,0.350387809795162,0.363751584306761,0.377312507375981,0.391070579002823,0.405025799187285,0.419178167929369,0.433527685229073,0.448074351086399,0.462818165501346,0.477759128473914,0.492897240004103,0.508232500091914,0.523764908737345,0.539494465940398,0.555421171701072,0.571545026019366,0.587866028895282,0.604384180328819,0.621099480319978,0.638011928868757,0.655121525975157,0.672428271639179,0.689932165860822,0.707633208640085,0.72553139997697,0.743626739871476,0.761919228323604,0.780408865333352,0.799095650900721
8,0.31617554606101,0.33442029045521,0.352444836637611,0.370249184608212,0.387833334367013,0.405197285914014,0.422341039249216,0.439264594372618,0.45596795128422,0.472451109984023,0.488714070472026,0.504756832748229,0.520579396812633,0.536181762665237,0.551563930306042,0.566725899735046,0.581667670952251,0.596389243957656,0.610890618751262,0.625171795333068,0.639232773703074,0.653073553861281,0.666694135807688,0.680094519542295,0.693274705065103,0.706234692376111,0.718974481475319,0.731494072362728,0.743793465038336,0.755872659502146,0.767731655754155,0.779370453794365,0.790789053622775,0.801987455239386,0.812965658644197,0.823723663837208,0.834261470818419
9,0.236152571492943,0.252167073991516,0.267617008184531,0.282502374071988,0.296823171653887,0.310579400930228,0.323771061901011,0.336398154566236,0.348460678925902,0.359958634980011,0.370892022728561,0.381260842171554,0.391065093308988,0.400304776140864,0.408979890667182,0.417090436887942,0.424636414803144,0.431617824412788,0.438034665716874,0.443886938715402,0.449174643408371,0.453897779795782,0.458056347877636,0.461650347653931,0.464679779124668,0.467144642289847,0.469044937149468,0.470380663703531,0.471151821952036,0.471358411894983,0.471000433532371,0.470077886864202,0.468590771890474,0.466539088611189,0.463922837026345,0.460742017135943,0.456996628939983
10,0.164574762516398,0.160940335920894,0.15802757518156,0.155836480298395,0.1543670512714,0.153619288100573,0.153593190785916,0.154288759327428,0.155705993725109,0.157844893978959,0.160705460088979,0.164287692055168,0.168591589877526,0.173617153556053,0.179364383090749,0.185833278481614,0.193023839728649,0.200936066831853,0.209569959791226,0.218925518606768,0.22900274327848,0.239801633806361,0.251322190190411,0.26356441243063,0.276528300527018,0.290213854479575,0.304621074288302,0.319749959953198,0.335600511474263,0.352172728851497,0.369466612084901,0.387482161174474,0.406219376120215,0.425678256922127,0.445858803580207,0.466761016094456,0.488384894464875
