timestamp roll_hand pitch_hand yaw_hand roll_arm pitch_arm yaw_arm
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0000 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0010 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0020 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0030 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0040 29,43 8,13 94,99 -87,83 78,31 147,87
0,0050 29,43 8,13 94,99 -87,83 78,31 147,87
0,0050 29,43 8,13 94,99 -87,83 78,31 147,87
0,0050 29,43 8,13 94,99 -87,83 78,31 147,87
