PadID,-90°,-85°,-80°,-75°,-70°,-65°,-60°,-55°,-50°,-45°,-40°,-35°,-30°,-25°,-20°,-15°,-10°,-5°,+0°,+5°,+10°,+15°,+20°,+25°,+30°,+35°,+40°,+45°,+50°,+55°,+60°,+65°,+70°,+75°,+80°,+85°,+90°
1,0.75824212393985,0.749045392144912,0.740381211861677,0.732249583090146,0.724650505830318,0.717583980082193,0.711050005845772,0.705048583121054,0.699579711908039,0.694643392206728,0.69023962401712,0.686368407339216,0.683029742173015,0.680223628518517,0.677950066375723,0.676209055744632,0.675000596625244,0.67432468901756,0.674181332921579,0.674570528337301,0.675492275264727,0.676946573703856,0.678933423654689,0.681452825117225,0.684504778091464,0.688089282577407,0.692206338575053,0.696855946084402,0.702038105105455,0.707752815638211,0.71400007768267,0.720779891238833,0.7280922563067,0.735937172886269,0.744314640977542,0.753224660580518,0.762667231695198
2,0.0900685498879457,0.137425355663549,0.182866773771415,0.226392804211542,0.268003446983932,0.307698702088583,0.345478569525497,0.381343049294673,0.415292141396111,0.447325845829811,0.477444162595773,0.505647091693998,0.531934633124484,0.556306786887232,0.578763552982243,0.599304931409516,0.61793092216905,0.634641525260847,0.649436740684906,0.662316568441227,0.67328100852981,0.682330060950655,0.689463725703762,0.694682002789132,0.697984892206763,0.699372393956657,0.698844508038812,0.69640123445323,0.69204257319991,0.685768524278852,0.677579087690056,0.667474263433522,0.65545405150925,0.64151845191724,0.625667464657492,0.607901089730007,0.588219327134783
3,0.0434841312371309,0.0835386521660268,0.121280755149195,0.156710440186636,0.189827707278349,0.220632556424335,0.249124987624594,0.275305000879124,0.299172596187927,0.320727773551003,0.339970532968351,0.356900874439972,0.371518797965865,0.383824303546031,0.393817391180469,0.401498060869179,0.406866312612162,0.409922146409418,0.410665562260945,0.409096560166746,0.405215140126819,0.399021302141164,0.390515046209782,0.379696372332672,0.366565280509835,0.35112177074127,0.333365843026977,0.313297497366958,0.29091673376121,0.266223552209735,0.239217952712533,0.209899935269603,0.178269499880945,0.14432664654656,0.108071375266448,0.0695036860406074,0.0286235788690397
4,0.014415019958741,0.0534661711648698,0.0902711554911706,0.124829972937643,0.157142623504288,0.187209107191105,0.215029423998094,0.240603573925255,0.263931556972588,0.285013373140093,0.30384902242777,0.320438504835619,0.33478182036364,0.346878969011833,0.356729950780198,0.364334765668735,0.369693413677444,0.372805894806325,0.373672209055378,0.372292356424603,0.368666336914,0.362794150523569,0.35467579725331,0.344311277103224,0.331700590073309,0.316843736163566,0.299740715373995,0.280391527704596,0.25879617315537,0.234954651726315,0.208866963417432,0.180533108228721,0.149953086160183,0.117126897211816,0.0820545413836214,0.0447360186755988,0.00517132908774814
5,0.0117638857933045,0.0376822039039666,0.0621022158337532,0.0850239215826643,0.1064473211507,0.126372414537859,0.144799201744144,0.161727682769552,0.177157857614085,0.191089726277742,0.203523288760524,0.21445854506243,0.223895495183461,0.231834139123616,0.238274476882895,0.243216508461298,0.246660233858826,0.248605653075479,0.249052766111256,0.248001572966157,0.245452073640183,0.241404268133333,0.235858156445607,0.228813738577006,0.220271014527529,0.210229984297176,0.198690647885948,0.185653005293845,0.171117056520865,0.155082801567011,0.13755024043228,0.118519373116674,0.0979901996201922,0.0759627199428349,0.0524369340846019,0.0274128420454934,0.000890443825509207
6,0.305250609258575,0.339157290132505,0.371678227766907,0.402813422161782,0.432562873317131,0.460926581232952,0.487904545909247,0.513496767346016,0.537703245543257,0.560523980500971,0.581958972219159,0.60200822069782,0.620671725936954,0.637949487936561,0.653841506696642,0.668347782217195,0.681468314498222,0.693203103539722,0.703552149341695,0.712515451904142,0.720093011227061,0.726284827310454,0.73109090015432,0.734511229758659,0.736545816123471,0.737194659248756,0.736457759134515,0.734335115780747,0.730826729187452,0.72593259935463,0.719652726282282,0.711987109970406,0.702935750419004,0.692498647628075,0.680675801597619,0.667467212327636,0.652872879818127
7,0.734228671909308,0.73009132825918,0.726151721156135,0.722409850600173,0.718865716591294,0.715519319129498,0.712370658214784,0.709419733847154,0.706666546026606,0.704111094753141,0.701753380026759,0.69959340184746,0.697631160215244,0.695866655130111,0.694299886592061,0.692930854601094,0.691759559157209,0.690786000260408,0.690010177910689,0.689432092108053,0.6890517428525,0.68886913014403,0.688884253982643,0.689097114368339,0.689507711301117,0.690116044780979,0.690922114807924,0.691925921381951,0.693127464503061,0.694526744171254,0.69612376038653,0.697918513148889,0.699911002458331,0.702101228314856,0.704489190718463,0.707074889669154,0.709858325166927
8,0.306230676471755,0.32224739074235,0.337841648740487,0.353013450466167,0.36776279591939,0.382089685100156,0.395994118008464,0.409476094644315,0.422535615007709,0.435172679098645,0.447387286917125,0.459179438463147,0.470549133736711,0.481496372737818,0.492021155466468,0.502123481922661,0.511803352106396,0.521060766017675,0.529895723656496,0.538308225022859,0.546298270116765,0.553865858938214,0.561010991487206,0.56773366776374,0.574033887767817,0.579911651499437,0.5853669589586,0.590399810145305,0.595010205059553,0.599198143701343,0.602963626070677,0.606306652167553,0.609227221991972,0.611725335543933,0.613800992823437,0.615454193830484,0.616684938565074
9,0.0671377734794509,0.0909970261463346,0.114430113323607,0.137437035011267,0.160017791209316,0.182172381917753,0.203900807136578,0.225203066865792,0.246079161105394,0.266529089855384,0.286552853115763,0.30615045088653,0.325321883167685,0.344067149959229,0.362386251261161,0.380279187073481,0.397745957396189,0.414786562229286,0.431401001572772,0.447589275426645,0.463351383790907,0.478687326665557,0.493597104050596,0.508080715946023,0.522138162351838,0.535769443268042,0.548974558694634,0.561753508631614,0.574106293078982,0.586032912036739,0.597533365504884,0.608607653483418,0.61925577597234,0.62947773297165,0.639273524481348,0.648643150501435,0.65758661103191
10,0.501925168968309,0.502816414593162,0.503529055146495,0.504063090628309,0.504418521038604,0.504595346377379,0.504593566644635,0.504413181840372,0.504054191964589,0.503516597017287,0.502800396998465,0.501905591908125,0.500832181746264,0.499580166512885,0.498149546207986,0.496540320831568,0.49475249038363,0.492786054864173,0.490641014273197,0.488317368610701,0.485815117876686,0.483134262071152,0.480274801194098,0.477236735245525,0.474020064225433,0.470624788133821,0.46705090697069,0.463298420736039,0.459367329429869,0.45525763305218,0.450969331602971,0.446502425082243,0.441856913489996,0.437032796826229,0.432030075090943,0.426848748284138,0.421488816405813
