timestamp roll_hand pitch_hand yaw_hand roll_arm pitch_arm yaw_arm
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,92 8,68 102,30 -88,47 78,28 147,25
0,0000 29,92 8,68 102,30 -88,47 78,28 147,25
0,0000 29,92 8,68 102,30 -88,47 78,28 147,25
0,0000 29,92 8,68 102,30 -88,47 78,28 147,25
0,0000 29,90 8,68 102,29 -88,47 78,28 147,25
0,0000 29,83 8,65 102,31 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 29,84 8,66 102,32 -88,47 78,28 147,25
0,0000 30,49 8,98 102,27 -88,47 78,28 147,25
0,0000 32,17 9,75 102,28 -88,53 78,29 147,20
0,0000 31,58 9,69 101,62 -88,47 78,31 147,30
0,0000 32,34 10,08 101,28 -88,53 78,29 147,20
0,0000 30,69 9,24 102,70 -89,18 78,31 146,52
0,0000 30,49 9,14 106,25 -89,22 78,33 146,51
0,0000 30,95 9,49 105,01 -89,16 78,29 146,53
0,0000 30,99 9,53 104,99 -89,16 78,29 146,53
0,0000 30,98 9,52 105,00 -89,04 78,29 146,64
0,0000 30,99 9,53 105,00 -89,15 78,31 146,56
0,0000 30,99 9,53 105,00 -89,15 78,31 146,56
0,0000 30,99 9,53 105,00 -89,15 78,31 146,56
0,0000 30,99 9,53 105,00 -89,15 78,31 146,56
0,0010 31,01 9,54 104,96 -89,15 78,31 146,56
0,0010 31,00 9,54 104,97 -89,15 78,31 146,56
0,0010 31,00 9,54 104,97 -89,15 78,31 146,56
0,0010 32,26 10,21 105,49 -89,47 78,31 146,23
0,0010 32,17 10,35 105,02 -89,53 78,32 146,18
0,0010 31,83 10,21 105,01 -89,53 78,32 146,18
0,0010 31,71 10,13 105,04 -89,53 78,32 146,18
0,0010 31,67 10,11 105,03 -89,53 78,32 146,18
0,0010 31,59 10,10 105,03 -89,53 78,32 146,18
0,0010 31,51 10,06 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,53 10,07 104,99 -89,53 78,32 146,18
0,0010 31,50 10,06 104,98 -89,53 78,32 146,18
0,0010 31,45 10,03 105,00 -89,53 78,32 146,18
0,0010 31,42 10,01 104,99 -89,53 78,32 146,18
0,0010 31,36 9,98 105,00 -89,53 78,32 146,18
0,0010 31,33 9,97 104,98 -89,53 78,32 146,18
