PadID,InitialProb,Displacement,PredictedProb,CorrectedProb
1,0.12671713,-1.91692120,0.14342966,0.10434510
2,0.34441607,-1.91692120,0.20539766,0.27257632
3,0.06854603,-1.91692120,0.09708745,0.03684713
4,0.00000000,-1.91692120,0.05165530,0.01258253
5,0.00017417,-1.91692120,0.06388325,0.00727849
6,0.38689831,-2.25000000,0.13434405,0.20469524
7,0.39110411,-2.25000000,0.12329847,0.16754334
8,0.27911995,-2.25000000,0.08149740,0.09309334
9,0.18497540,-2.25000000,0.06277092,0.05991583
10,0.22858900,-2.25000000,0.03649620,0.04095175
11,0.48108027,-1.91692120,0.00002793,0.00005153
12,0.44152652,-1.91692120,0.00002793,0.00004855
13,0.29183869,-1.91692120,0.00002793,0.00003225
14,0.22477995,-1.91692120,0.00002793,0.00002397
15,0.13069134,-1.91692120,0.00002793,0.00001465

TopPad1,TopPad2,TopPad3
7,2,6
